year,name,id,num_searches
2010,War Thunder,236390,4
2011,War Thunder,236390,12
2012,War Thunder,236390,42
2013,War Thunder,236390,701
2014,War Thunder,236390,830
2015,War Thunder,236390,724
2016,War Thunder,236390,489
2017,War Thunder,236390,412
2018,War Thunder,236390,375
2019,War Thunder,236390,306
2020,War Thunder,236390,396
2021,War Thunder,236390,395
2022,War Thunder,236390,651
2023,War Thunder,236390,276
2017,Phasmophobia,739630,0
2018,Phasmophobia,739630,0
2019,Phasmophobia,739630,0
2020,Phasmophobia,739630,186
2021,Phasmophobia,739630,211
2022,Phasmophobia,739630,228
2023,Phasmophobia,739630,67
2017,Microsoft Flight Simulator 40th Anniversary Edition,1250410,0
2018,Microsoft Flight Simulator 40th Anniversary Edition,1250410,92
2019,Microsoft Flight Simulator 40th Anniversary Edition,1250410,45
2020,Microsoft Flight Simulator 40th Anniversary Edition,1250410,14
2021,Microsoft Flight Simulator 40th Anniversary Edition,1250410,47
2022,Microsoft Flight Simulator 40th Anniversary Edition,1250410,239
2023,Microsoft Flight Simulator 40th Anniversary Edition,1250410,299
2010,DCS World Steam Edition,223750,115
2011,DCS World Steam Edition,223750,90
2012,DCS World Steam Edition,223750,110
2013,DCS World Steam Edition,223750,55
2014,DCS World Steam Edition,223750,36
2015,DCS World Steam Edition,223750,71
2016,DCS World Steam Edition,223750,26
2017,DCS World Steam Edition,223750,15
2018,DCS World Steam Edition,223750,120
2019,DCS World Steam Edition,223750,269
2020,DCS World Steam Edition,223750,552
2021,DCS World Steam Edition,223750,356
2022,DCS World Steam Edition,223750,798
2023,DCS World Steam Edition,223750,229
2014,VRChat,438100,0
2015,VRChat,438100,0
2016,VRChat,438100,0
2017,VRChat,438100,0
2018,VRChat,438100,0
2019,VRChat,438100,0
2020,VRChat,438100,0
2021,VRChat,438100,0
2022,VRChat,438100,0
2023,VRChat,438100,100
2016,Assetto Corsa Competizione,805550,0
2017,Assetto Corsa Competizione,805550,1
2018,Assetto Corsa Competizione,805550,145
2019,Assetto Corsa Competizione,805550,247
2020,Assetto Corsa Competizione,805550,621
2021,Assetto Corsa Competizione,805550,447
2022,Assetto Corsa Competizione,805550,644
2023,Assetto Corsa Competizione,805550,203
2012,Assetto Corsa,244210,14
2013,Assetto Corsa,244210,67
2014,Assetto Corsa,244210,224
2015,Assetto Corsa,244210,275
2016,Assetto Corsa,244210,291
2017,Assetto Corsa,244210,286
2018,Assetto Corsa,244210,237
2019,Assetto Corsa,244210,237
2020,Assetto Corsa,244210,419
2021,Assetto Corsa,244210,418
2022,Assetto Corsa,244210,869
2023,Assetto Corsa,244210,366
2019,Escape the Backrooms,1943950,5
2020,Escape the Backrooms,1943950,23
2021,Escape the Backrooms,1943950,29
2022,Escape the Backrooms,1943950,620
2023,Escape the Backrooms,1943950,1063
2016,Beat Saber,620980,0
2017,Beat Saber,620980,0
2018,Beat Saber,620980,393
2019,Beat Saber,620980,638
2020,Beat Saber,620980,696
2021,Beat Saber,620980,645
2022,Beat Saber,620980,640
2023,Beat Saber,620980,158
2012,iRacing,266410,129
2013,iRacing,266410,157
2014,iRacing,266410,159
2015,iRacing,266410,162
2016,iRacing,266410,132
2017,iRacing,266410,149
2018,iRacing,266410,139
2019,iRacing,266410,178
2020,iRacing,266410,400
2021,iRacing,266410,235
2022,iRacing,266410,278
2023,iRacing,266410,96
2013,No Man's Sky,275850,1
2014,No Man's Sky,275850,10
2015,No Man's Sky,275850,26
2016,No Man's Sky,275850,161
2017,No Man's Sky,275850,36
2018,No Man's Sky,275850,69
2019,No Man's Sky,275850,44
2020,No Man's Sky,275850,58
2021,No Man's Sky,275850,43
2022,No Man's Sky,275850,50
2023,No Man's Sky,275850,13
2019,HITMAN 3,1659040,49
2020,HITMAN 3,1659040,119
2021,HITMAN 3,1659040,701
2022,HITMAN 3,1659040,476
2023,HITMAN 3,1659040,150
2012,Tabletop Simulator,286160,0
2013,Tabletop Simulator,286160,0
2014,Tabletop Simulator,286160,64
2015,Tabletop Simulator,286160,141
2016,Tabletop Simulator,286160,175
2017,Tabletop Simulator,286160,157
2018,Tabletop Simulator,286160,138
2019,Tabletop Simulator,286160,123
2020,Tabletop Simulator,286160,408
2021,Tabletop Simulator,286160,192
2022,Tabletop Simulator,286160,214
2023,Tabletop Simulator,286160,68
2020,Ghosts of Tabor,1957780,17
2021,Ghosts of Tabor,1957780,22
2022,Ghosts of Tabor,1957780,36
2023,Ghosts of Tabor,1957780,359
2014,VTOL VR,667970,0
2015,VTOL VR,667970,4
2016,VTOL VR,667970,2
2017,VTOL VR,667970,25
2018,VTOL VR,667970,53
2019,VTOL VR,667970,70
2020,VTOL VR,667970,171
2021,VTOL VR,667970,207
2022,VTOL VR,667970,716
2023,VTOL VR,667970,248
2017,Half-Life: Alyx,546560,8
2018,Half-Life: Alyx,546560,4
2019,Half-Life: Alyx,546560,45
2020,Half-Life: Alyx,546560,307
2021,Half-Life: Alyx,546560,128
2022,Half-Life: Alyx,546560,155
2023,Half-Life: Alyx,546560,65
2018,Resident Evil Village,1196590,0
2019,Resident Evil Village,1196590,0
2020,Resident Evil Village,1196590,15
2021,Resident Evil Village,1196590,554
2022,Resident Evil Village,1196590,193
2023,Resident Evil Village,1196590,59
2020,Gorilla Tag,1533390,6
2021,Gorilla Tag,1533390,529
2022,Gorilla Tag,1533390,2274
2023,Gorilla Tag,1533390,1439
2015,War Robots,767560,95
2016,War Robots,767560,403
2017,War Robots,767560,1022
2018,War Robots,767560,941
2019,War Robots,767560,589
2020,War Robots,767560,555
2021,War Robots,767560,416
2022,War Robots,767560,422
2023,War Robots,767560,134
2016,Blade and Sorcery,629730,0
2017,Blade and Sorcery,629730,0
2018,Blade and Sorcery,629730,21
2019,Blade and Sorcery,629730,162
2020,Blade and Sorcery,629730,274
2021,Blade and Sorcery,629730,431
2022,Blade and Sorcery,629730,852
2023,Blade and Sorcery,629730,284
2020,Breachers,1922010,255
2021,Breachers,1922010,339
2022,Breachers,1922010,695
2023,Breachers,1922010,789
2014,Resident Evil 7 Biohazard,418370,7
2015,Resident Evil 7 Biohazard,418370,7
2016,Resident Evil 7 Biohazard,418370,63
2017,Resident Evil 7 Biohazard,418370,372
2018,Resident Evil 7 Biohazard,418370,136
2019,Resident Evil 7 Biohazard,418370,113
2020,Resident Evil 7 Biohazard,418370,123
2021,Resident Evil 7 Biohazard,418370,137
2022,Resident Evil 7 Biohazard,418370,105
2023,Resident Evil 7 Biohazard,418370,39
2012,Universe Sandbox,230290,59
2013,Universe Sandbox,230290,129
2014,Universe Sandbox,230290,138
2015,Universe Sandbox,230290,350
2016,Universe Sandbox,230290,344
2017,Universe Sandbox,230290,273
2018,Universe Sandbox,230290,228
2019,Universe Sandbox,230290,238
2020,Universe Sandbox,230290,225
2021,Universe Sandbox,230290,188
2022,Universe Sandbox,230290,205
2023,Universe Sandbox,230290,96
2012,Elite Dangerous,359320,3
2013,Elite Dangerous,359320,16
2014,Elite Dangerous,359320,243
2015,Elite Dangerous,359320,680
2016,Elite Dangerous,359320,417
2017,Elite Dangerous,359320,475
2018,Elite Dangerous,359320,360
2019,Elite Dangerous,359320,260
2020,Elite Dangerous,359320,351
2021,Elite Dangerous,359320,278
2022,Elite Dangerous,359320,210
2023,Elite Dangerous,359320,59
2018,DEVOUR,1274570,501
2019,DEVOUR,1274570,625
2020,DEVOUR,1274570,613
2021,DEVOUR,1274570,901
2022,DEVOUR,1274570,980
2023,DEVOUR,1274570,319
2016,MX Bikes,655500,25
2017,MX Bikes,655500,150
2018,MX Bikes,655500,146
2019,MX Bikes,655500,148
2020,MX Bikes,655500,223
2021,MX Bikes,655500,544
2022,MX Bikes,655500,855
2023,MX Bikes,655500,320
2014,CarX Drift Racing Online,635260,0
2015,CarX Drift Racing Online,635260,35
2016,CarX Drift Racing Online,635260,33
2017,CarX Drift Racing Online,635260,94
2018,CarX Drift Racing Online,635260,101
2019,CarX Drift Racing Online,635260,81
2020,CarX Drift Racing Online,635260,358
2021,CarX Drift Racing Online,635260,861
2022,CarX Drift Racing Online,635260,1020
2023,CarX Drift Racing Online,635260,328
2016,SpaceEngine,314650,302
2017,SpaceEngine,314650,278
2018,SpaceEngine,314650,290
2019,SpaceEngine,314650,406
2020,SpaceEngine,314650,241
2021,SpaceEngine,314650,204
2022,SpaceEngine,314650,302
2023,SpaceEngine,314650,236
2020,Vertigo 2,843390,1060
2021,Vertigo 2,843390,1342
2022,Vertigo 2,843390,1761
2023,Vertigo 2,843390,805
2018,Rec Room,471710,371
2019,Rec Room,471710,1251
2020,Rec Room,471710,1115
2021,Rec Room,471710,2376
2022,Rec Room,471710,3610
2023,Rec Room,471710,784
2017,STAR WARS™: Squadrons,1222730,34
2018,STAR WARS™: Squadrons,1222730,0
2019,STAR WARS™: Squadrons,1222730,64
2020,STAR WARS™: Squadrons,1222730,115
2021,STAR WARS™: Squadrons,1222730,79
2022,STAR WARS™: Squadrons,1222730,169
2023,STAR WARS™: Squadrons,1222730,0
2019,BONELAB,1592190,1
2020,BONELAB,1592190,1
2021,BONELAB,1592190,1
2022,BONELAB,1592190,477
2023,BONELAB,1592190,201
2014,Pavlov VR,555160,7
2015,Pavlov VR,555160,1
2016,Pavlov VR,555160,5
2017,Pavlov VR,555160,76
2018,Pavlov VR,555160,220
2019,Pavlov VR,555160,425
2020,Pavlov VR,555160,498
2021,Pavlov VR,555160,582
2022,Pavlov VR,555160,645
2023,Pavlov VR,555160,223
2019,F1® 22,1692250,193
2020,F1® 22,1692250,345
2021,F1® 22,1692250,338
2022,F1® 22,1692250,826
2023,F1® 22,1692250,211
2019,Inside the Backrooms,1987080,16
2020,Inside the Backrooms,1987080,10
2021,Inside the Backrooms,1987080,9
2022,Inside the Backrooms,1987080,1476
2023,Inside the Backrooms,1987080,571
2017,Into the Radius VR,1012790,11
2018,Into the Radius VR,1012790,12
2019,Into the Radius VR,1012790,20
2020,Into the Radius VR,1012790,108
2021,Into the Radius VR,1012790,180
2022,Into the Radius VR,1012790,615
2023,Into the Radius VR,1012790,235
2014,Fishing Planet,380600,19
2015,Fishing Planet,380600,294
2016,Fishing Planet,380600,356
2017,Fishing Planet,380600,514
2018,Fishing Planet,380600,418
2019,Fishing Planet,380600,466
2020,Fishing Planet,380600,679
2021,Fishing Planet,380600,567
2022,Fishing Planet,380600,748
2023,Fishing Planet,380600,253
2016,DiRT Rally 2.0,690790,0
2017,DiRT Rally 2.0,690790,0
2018,DiRT Rally 2.0,690790,13
2019,DiRT Rally 2.0,690790,235
2020,DiRT Rally 2.0,690790,319
2021,DiRT Rally 2.0,690790,146
2022,DiRT Rally 2.0,690790,130
2023,DiRT Rally 2.0,690790,42
2019,Train Simulator Classic,24010,162
2020,Train Simulator Classic,24010,149
2021,Train Simulator Classic,24010,163
2022,Train Simulator Classic,24010,1596
2023,Train Simulator Classic,24010,1041
2011,IL-2 Sturmovik: Battle of Stalingrad,307960,0
2012,IL-2 Sturmovik: Battle of Stalingrad,307960,65
2013,IL-2 Sturmovik: Battle of Stalingrad,307960,138
2014,IL-2 Sturmovik: Battle of Stalingrad,307960,616
2015,IL-2 Sturmovik: Battle of Stalingrad,307960,494
2016,IL-2 Sturmovik: Battle of Stalingrad,307960,372
2017,IL-2 Sturmovik: Battle of Stalingrad,307960,401
2018,IL-2 Sturmovik: Battle of Stalingrad,307960,307
2019,IL-2 Sturmovik: Battle of Stalingrad,307960,261
2020,IL-2 Sturmovik: Battle of Stalingrad,307960,251
2021,IL-2 Sturmovik: Battle of Stalingrad,307960,215
2022,IL-2 Sturmovik: Battle of Stalingrad,307960,141
2023,IL-2 Sturmovik: Battle of Stalingrad,307960,44
2012,Keep Talking and Nobody Explodes,341800,0
2013,Keep Talking and Nobody Explodes,341800,0
2014,Keep Talking and Nobody Explodes,341800,2
2015,Keep Talking and Nobody Explodes,341800,240
2016,Keep Talking and Nobody Explodes,341800,220
2017,Keep Talking and Nobody Explodes,341800,166
2018,Keep Talking and Nobody Explodes,341800,136
2019,Keep Talking and Nobody Explodes,341800,117
2020,Keep Talking and Nobody Explodes,341800,154
2021,Keep Talking and Nobody Explodes,341800,110
2022,Keep Talking and Nobody Explodes,341800,145
2023,Keep Talking and Nobody Explodes,341800,63
2017,BONEWORKS,823500,1
2018,BONEWORKS,823500,1
2019,BONEWORKS,823500,161
2020,BONEWORKS,823500,294
2021,BONEWORKS,823500,344
2022,BONEWORKS,823500,457
2023,BONEWORKS,823500,63
2013,"Hot Dogs, Horseshoes & Hand Grenades",450540,22
2014,"Hot Dogs, Horseshoes & Hand Grenades",450540,63
2015,"Hot Dogs, Horseshoes & Hand Grenades",450540,69
2016,"Hot Dogs, Horseshoes & Hand Grenades",450540,251
2017,"Hot Dogs, Horseshoes & Hand Grenades",450540,369
2018,"Hot Dogs, Horseshoes & Hand Grenades",450540,335
2019,"Hot Dogs, Horseshoes & Hand Grenades",450540,158
2020,"Hot Dogs, Horseshoes & Hand Grenades",450540,155
2021,"Hot Dogs, Horseshoes & Hand Grenades",450540,363
2022,"Hot Dogs, Horseshoes & Hand Grenades",450540,126
2023,"Hot Dogs, Horseshoes & Hand Grenades",450540,92
2020,AMID EVIL VR,2320910,236
2021,AMID EVIL VR,2320910,520
2022,AMID EVIL VR,2320910,674
2023,AMID EVIL VR,2320910,295
2020,Tactical Assault VR,2314160,178
2021,Tactical Assault VR,2314160,327
2022,Tactical Assault VR,2314160,81
2023,Tactical Assault VR,2314160,565
2018,Walkabout Mini Golf VR,1408230,109
2019,Walkabout Mini Golf VR,1408230,356
2020,Walkabout Mini Golf VR,1408230,277
2021,Walkabout Mini Golf VR,1408230,909
2022,Walkabout Mini Golf VR,1408230,1361
2023,Walkabout Mini Golf VR,1408230,324
2020,Pinball FX,2328760,338
2021,Pinball FX,2328760,503
2022,Pinball FX,2328760,779
2023,Pinball FX,2328760,565
2019,X-Plane 12,2014780,10
2020,X-Plane 12,2014780,148
2021,X-Plane 12,2014780,153
2022,X-Plane 12,2014780,912
2023,X-Plane 12,2014780,382
2016,Contractors,963930,962
2017,Contractors,963930,1012
2018,Contractors,963930,956
2019,Contractors,963930,1106
2020,Contractors,963930,1048
2021,Contractors,963930,1017
2022,Contractors,963930,810
2023,Contractors,963930,255
2018,FOREWARNED,1562420,194
2019,FOREWARNED,1562420,670
2020,FOREWARNED,1562420,707
2021,FOREWARNED,1562420,1266
2022,FOREWARNED,1562420,2078
2023,FOREWARNED,1562420,451
2014,SUPERHOT VR,617830,4
2015,SUPERHOT VR,617830,0
2016,SUPERHOT VR,617830,64
2017,SUPERHOT VR,617830,387
2018,SUPERHOT VR,617830,487
2019,SUPERHOT VR,617830,531
2020,SUPERHOT VR,617830,577
2021,SUPERHOT VR,617830,481
2022,SUPERHOT VR,617830,519
2023,SUPERHOT VR,617830,123
2020,The Light Brigade,1579880,1787
2021,The Light Brigade,1579880,1492
2022,The Light Brigade,1579880,1692
2023,The Light Brigade,1579880,606
2015,DCS: F/A-18C Hornet,411950,94
2016,DCS: F/A-18C Hornet,411950,71
2017,DCS: F/A-18C Hornet,411950,189
2018,DCS: F/A-18C Hornet,411950,147
2019,DCS: F/A-18C Hornet,411950,224
2020,DCS: F/A-18C Hornet,411950,346
2021,DCS: F/A-18C Hornet,411950,120
2022,DCS: F/A-18C Hornet,411950,213
2023,DCS: F/A-18C Hornet,411950,67
2019,RealFlight Evolution,2069310,42
2020,RealFlight Evolution,2069310,468
2021,RealFlight Evolution,2069310,426
2022,RealFlight Evolution,2069310,381
2023,RealFlight Evolution,2069310,421
2016,Blood Trail,1032430,292
2017,Blood Trail,1032430,417
2018,Blood Trail,1032430,388
2019,Blood Trail,1032430,379
2020,Blood Trail,1032430,611
2021,Blood Trail,1032430,532
2022,Blood Trail,1032430,570
2023,Blood Trail,1032430,163
2012,rFactor 2,365960,95
2013,rFactor 2,365960,1034
2014,rFactor 2,365960,864
2015,rFactor 2,365960,691
2016,rFactor 2,365960,512
2017,rFactor 2,365960,468
2018,rFactor 2,365960,369
2019,rFactor 2,365960,376
2020,rFactor 2,365960,555
2021,rFactor 2,365960,340
2022,rFactor 2,365960,482
2023,rFactor 2,365960,138
2013,City Car Driving,493490,95
2014,City Car Driving,493490,1039
2015,City Car Driving,493490,816
2016,City Car Driving,493490,677
2017,City Car Driving,493490,441
2018,City Car Driving,493490,338
2019,City Car Driving,493490,267
2020,City Car Driving,493490,265
2021,City Car Driving,493490,255
2022,City Car Driving,493490,323
2023,City Car Driving,493490,99
2017,Automobilista 2,1066890,14
2018,Automobilista 2,1066890,28
2019,Automobilista 2,1066890,71
2020,Automobilista 2,1066890,536
2021,Automobilista 2,1066890,440
2022,Automobilista 2,1066890,692
2023,Automobilista 2,1066890,217
2016,FIVE NIGHTS AT FREDDY'S: HELP WANTED,732690,23
2017,FIVE NIGHTS AT FREDDY'S: HELP WANTED,732690,40
2018,FIVE NIGHTS AT FREDDY'S: HELP WANTED,732690,20
2019,FIVE NIGHTS AT FREDDY'S: HELP WANTED,732690,371
2020,FIVE NIGHTS AT FREDDY'S: HELP WANTED,732690,347
2021,FIVE NIGHTS AT FREDDY'S: HELP WANTED,732690,282
2022,FIVE NIGHTS AT FREDDY'S: HELP WANTED,732690,410
2023,FIVE NIGHTS AT FREDDY'S: HELP WANTED,732690,92
2017,The Walking Dead: Saints & Sinners,916840,20
2018,The Walking Dead: Saints & Sinners,916840,0
2019,The Walking Dead: Saints & Sinners,916840,20
2020,The Walking Dead: Saints & Sinners,916840,545
2021,The Walking Dead: Saints & Sinners,916840,282
2022,The Walking Dead: Saints & Sinners,916840,346
2023,The Walking Dead: Saints & Sinners,916840,186
2017,Vertigo Remastered,1318090,60
2018,Vertigo Remastered,1318090,20
2019,Vertigo Remastered,1318090,175
2020,Vertigo Remastered,1318090,302
2021,Vertigo Remastered,1318090,388
2022,Vertigo Remastered,1318090,322
2023,Vertigo Remastered,1318090,292
2018,Project Wingman,895870,43
2019,Project Wingman,895870,30
2020,Project Wingman,895870,157
2021,Project Wingman,895870,345
2022,Project Wingman,895870,463
2023,Project Wingman,895870,122
2016,OVR Toolkit,1068820,10
2017,OVR Toolkit,1068820,13
2018,OVR Toolkit,1068820,9
2019,OVR Toolkit,1068820,82
2020,OVR Toolkit,1068820,401
2021,OVR Toolkit,1068820,357
2022,OVR Toolkit,1068820,616
2023,OVR Toolkit,1068820,161
2019,Ghost Watchers,1850740,5
2020,Ghost Watchers,1850740,19
2021,Ghost Watchers,1850740,16
2022,Ghost Watchers,1850740,731
2023,Ghost Watchers,1850740,181
2018,Hellish Quart,1000360,3
2019,Hellish Quart,1000360,3
2020,Hellish Quart,1000360,55
2021,Hellish Quart,1000360,348
2022,Hellish Quart,1000360,360
2023,Hellish Quart,1000360,107
2018,PULSAR: Lost Colony,252870,278
2019,PULSAR: Lost Colony,252870,574
2020,PULSAR: Lost Colony,252870,606
2021,PULSAR: Lost Colony,252870,947
2022,PULSAR: Lost Colony,252870,968
2023,PULSAR: Lost Colony,252870,241
2019,Zenith: The Last City,1403370,19
2020,Zenith: The Last City,1403370,26
2021,Zenith: The Last City,1403370,44
2022,Zenith: The Last City,1403370,544
2023,Zenith: The Last City,1403370,62
2016,Hellsplit: Arena,1039880,6
2017,Hellsplit: Arena,1039880,15
2018,Hellsplit: Arena,1039880,13
2019,Hellsplit: Arena,1039880,289
2020,Hellsplit: Arena,1039880,399
2021,Hellsplit: Arena,1039880,785
2022,Hellsplit: Arena,1039880,724
2023,Hellsplit: Arena,1039880,172
2016,DCS: F-16C Viper,1090850,0
2017,DCS: F-16C Viper,1090850,162
2018,DCS: F-16C Viper,1090850,80
2019,DCS: F-16C Viper,1090850,104
2020,DCS: F-16C Viper,1090850,53
2021,DCS: F-16C Viper,1090850,99
2022,DCS: F-16C Viper,1090850,175
2023,DCS: F-16C Viper,1090850,54
2016,CUSTOM ORDER MAID 3D2 It's a Night Magic,1097580,0
2017,CUSTOM ORDER MAID 3D2 It's a Night Magic,1097580,95
2018,CUSTOM ORDER MAID 3D2 It's a Night Magic,1097580,167
2019,CUSTOM ORDER MAID 3D2 It's a Night Magic,1097580,209
2020,CUSTOM ORDER MAID 3D2 It's a Night Magic,1097580,127
2021,CUSTOM ORDER MAID 3D2 It's a Night Magic,1097580,172
2022,CUSTOM ORDER MAID 3D2 It's a Night Magic,1097580,92
2023,CUSTOM ORDER MAID 3D2 It's a Night Magic,1097580,0
2017,HARD BULLET,1294760,77
2018,HARD BULLET,1294760,462
2019,HARD BULLET,1294760,413
2020,HARD BULLET,1294760,468
2021,HARD BULLET,1294760,571
2022,HARD BULLET,1294760,907
2023,HARD BULLET,1294760,315
2018,Ancient Dungeon,1125240,183
2019,Ancient Dungeon,1125240,998
2020,Ancient Dungeon,1125240,1339
2021,Ancient Dungeon,1125240,1728
2022,Ancient Dungeon,1125240,2312
2023,Ancient Dungeon,1125240,952
2013,Job Simulator,448280,81
2014,Job Simulator,448280,150
2015,Job Simulator,448280,156
2016,Job Simulator,448280,737
2017,Job Simulator,448280,632
2018,Job Simulator,448280,552
2019,Job Simulator,448280,551
2020,Job Simulator,448280,570
2021,Job Simulator,448280,514
2022,Job Simulator,448280,599
2023,Job Simulator,448280,189
2013,Virtual Desktop,382110,470
2014,Virtual Desktop,382110,581
2015,Virtual Desktop,382110,589
2016,Virtual Desktop,382110,506
2017,Virtual Desktop,382110,455
2018,Virtual Desktop,382110,382
2019,Virtual Desktop,382110,507
2020,Virtual Desktop,382110,806
2021,Virtual Desktop,382110,828
2022,Virtual Desktop,382110,959
2023,Virtual Desktop,382110,288
2019,RUMBLE,890550,111
2020,RUMBLE,890550,571
2021,RUMBLE,890550,735
2022,RUMBLE,890550,1012
2023,RUMBLE,890550,452
2015,Fallout 4 VR,611660,12
2016,Fallout 4 VR,611660,60
2017,Fallout 4 VR,611660,254
2018,Fallout 4 VR,611660,179
2019,Fallout 4 VR,611660,72
2020,Fallout 4 VR,611660,67
2021,Fallout 4 VR,611660,59
2022,Fallout 4 VR,611660,72
2023,Fallout 4 VR,611660,20
2017,RIDE 4,1259980,85
2018,RIDE 4,1259980,484
2019,RIDE 4,1259980,498
2020,RIDE 4,1259980,720
2021,RIDE 4,1259980,937
2022,RIDE 4,1259980,1018
2023,RIDE 4,1259980,356
2018,Legendary Tales,1465070,67
2019,Legendary Tales,1465070,222
2020,Legendary Tales,1465070,236
2021,Legendary Tales,1465070,645
2022,Legendary Tales,1465070,2867
2023,Legendary Tales,1465070,819
2018,After the Fall®,751630,43
2019,After the Fall®,751630,463
2020,After the Fall®,751630,333
2021,After the Fall®,751630,340
2022,After the Fall®,751630,351
2023,After the Fall®,751630,0
2012,Microsoft Flight Simulator X: Steam Edition,314160,7
2013,Microsoft Flight Simulator X: Steam Edition,314160,15
2014,Microsoft Flight Simulator X: Steam Edition,314160,70
2015,Microsoft Flight Simulator X: Steam Edition,314160,698
2016,Microsoft Flight Simulator X: Steam Edition,314160,428
2017,Microsoft Flight Simulator X: Steam Edition,314160,274
2018,Microsoft Flight Simulator X: Steam Edition,314160,183
2019,Microsoft Flight Simulator X: Steam Edition,314160,121
2020,Microsoft Flight Simulator X: Steam Edition,314160,137
2021,Microsoft Flight Simulator X: Steam Edition,314160,51
2022,Microsoft Flight Simulator X: Steam Edition,314160,72
2023,Microsoft Flight Simulator X: Steam Edition,314160,6
2015,PokerStars VR,886250,0
2016,PokerStars VR,886250,7
2017,PokerStars VR,886250,6
2018,PokerStars VR,886250,45
2019,PokerStars VR,886250,163
2020,PokerStars VR,886250,226
2021,PokerStars VR,886250,486
2022,PokerStars VR,886250,686
2023,PokerStars VR,886250,202
2014,Rick and Morty: Virtual Rick-ality,469610,0
2015,Rick and Morty: Virtual Rick-ality,469610,0
2016,Rick and Morty: Virtual Rick-ality,469610,40
2017,Rick and Morty: Virtual Rick-ality,469610,260
2018,Rick and Morty: Virtual Rick-ality,469610,440
2019,Rick and Morty: Virtual Rick-ality,469610,211
2020,Rick and Morty: Virtual Rick-ality,469610,235
2021,Rick and Morty: Virtual Rick-ality,469610,193
2022,Rick and Morty: Virtual Rick-ality,469610,202
2023,Rick and Morty: Virtual Rick-ality,469610,64
2013,Onward,496240,12
2014,Onward,496240,36
2015,Onward,496240,36
2016,Onward,496240,37
2017,Onward,496240,42
2018,Onward,496240,47
2019,Onward,496240,60
2020,Onward,496240,343
2021,Onward,496240,94
2022,Onward,496240,88
2023,Onward,496240,25
2018,Cooking Simulator VR,1358140,38
2019,Cooking Simulator VR,1358140,188
2020,Cooking Simulator VR,1358140,383
2021,Cooking Simulator VR,1358140,828
2022,Cooking Simulator VR,1358140,1223
2023,Cooking Simulator VR,1358140,308
2019,Among Us VR,1849900,0
2020,Among Us VR,1849900,191
2021,Among Us VR,1849900,177
2022,Among Us VR,1849900,784
2023,Among Us VR,1849900,198
2019,The Last Clockwinder,1755100,83
2020,The Last Clockwinder,1755100,280
2021,The Last Clockwinder,1755100,199
2022,The Last Clockwinder,1755100,729
2023,The Last Clockwinder,1755100,452
2015,Zero Caliber VR,877200,0
2016,Zero Caliber VR,877200,11
2017,Zero Caliber VR,877200,0
2018,Zero Caliber VR,877200,245
2019,Zero Caliber VR,877200,444
2020,Zero Caliber VR,877200,303
2021,Zero Caliber VR,877200,187
2022,Zero Caliber VR,877200,165
2023,Zero Caliber VR,877200,40
2016,Pistol Whip,1079800,22
2017,Pistol Whip,1079800,257
2018,Pistol Whip,1079800,268
2019,Pistol Whip,1079800,377
2020,Pistol Whip,1079800,655
2021,Pistol Whip,1079800,564
2022,Pistol Whip,1079800,520
2023,Pistol Whip,1079800,201
2016,Pistol Whip,1079800,22
2017,Pistol Whip,1079800,257
2018,Pistol Whip,1079800,268
2019,Pistol Whip,1079800,377
2020,Pistol Whip,1079800,655
2021,Pistol Whip,1079800,564
2022,Pistol Whip,1079800,520
2023,Pistol Whip,1079800,201
2019,COMPOUND,615120,1294
2020,COMPOUND,615120,3189
2021,COMPOUND,615120,3329
2022,COMPOUND,615120,3673
2023,COMPOUND,615120,1160
2018,Myst,1255560,541
2019,Myst,1255560,1380
2020,Myst,1255560,1455
2021,Myst,1255560,1769
2022,Myst,1255560,1448
2023,Myst,1255560,426
2019,Kayak VR: Mirage,1683340,114
2020,Kayak VR: Mirage,1683340,169
2021,Kayak VR: Mirage,1683340,310
2022,Kayak VR: Mirage,1683340,457
2023,Kayak VR: Mirage,1683340,597
2018,Driver4VR,1366950,464
2019,Driver4VR,1366950,1044
2020,Driver4VR,1366950,1844
2021,Driver4VR,1366950,1395
2022,Driver4VR,1366950,2102
2023,Driver4VR,1366950,579
2014,X-Plane 11,269950,38
2015,X-Plane 11,269950,50
2016,X-Plane 11,269950,135
2017,X-Plane 11,269950,715
2018,X-Plane 11,269950,630
2019,X-Plane 11,269950,517
2020,X-Plane 11,269950,490
2021,X-Plane 11,269950,247
2022,X-Plane 11,269950,283
2023,X-Plane 11,269950,63
2018,I Expect You To Die 2,1499120,24
2019,I Expect You To Die 2,1499120,76
2020,I Expect You To Die 2,1499120,73
2021,I Expect You To Die 2,1499120,831
2022,I Expect You To Die 2,1499120,782
2023,I Expect You To Die 2,1499120,142
2019,Green Hell VR,1782330,17
2020,Green Hell VR,1782330,49
2021,Green Hell VR,1782330,144
2022,Green Hell VR,1782330,1261
2023,Green Hell VR,1782330,245
2016,Derail Valley,588030,7
2017,Derail Valley,588030,21
2018,Derail Valley,588030,17
2019,Derail Valley,588030,215
2020,Derail Valley,588030,461
2021,Derail Valley,588030,272
2022,Derail Valley,588030,504
2023,Derail Valley,588030,216
2018,Elite Dangerous: Odyssey,1336350,7
2019,Elite Dangerous: Odyssey,1336350,8
2020,Elite Dangerous: Odyssey,1336350,147
2021,Elite Dangerous: Odyssey,1336350,653
