year,name,id,num_searches
2023,Combat Troops VR,1817120,178
2017,Cable Guardian,1208080,682
2018,Cable Guardian,1208080,798
2019,Cable Guardian,1208080,693
2020,Cable Guardian,1208080,732
2021,Cable Guardian,1208080,565
2022,Cable Guardian,1208080,715
2023,Cable Guardian,1208080,223
2017,Off The Chains Disc Golf,1372700,91
2018,Off The Chains Disc Golf,1372700,58
2019,Off The Chains Disc Golf,1372700,67
2020,Off The Chains Disc Golf,1372700,189
2021,Off The Chains Disc Golf,1372700,195
2022,Off The Chains Disc Golf,1372700,377
2023,Off The Chains Disc Golf,1372700,78
2019,Monster Showdown,616680,1051
2020,Monster Showdown,616680,1336
2021,Monster Showdown,616680,1326
2022,Monster Showdown,616680,1534
2023,Monster Showdown,616680,424
2013,CyberThreat,516590,14
2014,CyberThreat,516590,120
2015,CyberThreat,516590,169
2016,CyberThreat,516590,238
2017,CyberThreat,516590,336
2018,CyberThreat,516590,252
2019,CyberThreat,516590,464
2020,CyberThreat,516590,455
2021,CyberThreat,516590,385
2022,CyberThreat,516590,587
2023,CyberThreat,516590,189
2015,DinoTrek,925170,93
2016,DinoTrek,925170,313
2017,DinoTrek,925170,153
2018,DinoTrek,925170,370
2019,DinoTrek,925170,171
2020,DinoTrek,925170,83
2021,DinoTrek,925170,122
2022,DinoTrek,925170,196
2023,DinoTrek,925170,99
2015,Dungeon Brewmaster,832720,52
2016,Dungeon Brewmaster,832720,100
2017,Dungeon Brewmaster,832720,164
2018,Dungeon Brewmaster,832720,378
2019,Dungeon Brewmaster,832720,404
2020,Dungeon Brewmaster,832720,361
2021,Dungeon Brewmaster,832720,359
2022,Dungeon Brewmaster,832720,161
2023,Dungeon Brewmaster,832720,28
2013,Allumette,460850,111
2014,Allumette,460850,632
2015,Allumette,460850,833
2016,Allumette,460850,731
2017,Allumette,460850,685
2018,Allumette,460850,675
2019,Allumette,460850,734
2020,Allumette,460850,781
2021,Allumette,460850,734
2022,Allumette,460850,727
2023,Allumette,460850,246
2014,Void Rangers,529360,11
2015,Void Rangers,529360,49
2016,Void Rangers,529360,53
2017,Void Rangers,529360,77
2018,Void Rangers,529360,30
2019,Void Rangers,529360,27
2020,Void Rangers,529360,25
2021,Void Rangers,529360,264
2022,Void Rangers,529360,434
2023,Void Rangers,529360,80
2016,Toran,720300,291
2017,Toran,720300,473
2018,Toran,720300,540
2019,Toran,720300,524
2020,Toran,720300,466
2021,Toran,720300,434
2022,Toran,720300,563
2023,Toran,720300,149
2015,Tee Time Golf,537630,147
2016,Tee Time Golf,537630,558
2017,Tee Time Golf,537630,549
2018,Tee Time Golf,537630,609
2019,Tee Time Golf,537630,574
2020,Tee Time Golf,537630,750
2021,Tee Time Golf,537630,718
2022,Tee Time Golf,537630,687
2023,Tee Time Golf,537630,222
2014,We Are Stars,556140,936
2015,We Are Stars,556140,725
2016,We Are Stars,556140,599
2017,We Are Stars,556140,609
2018,We Are Stars,556140,583
2019,We Are Stars,556140,495
2020,We Are Stars,556140,593
2021,We Are Stars,556140,612
2022,We Are Stars,556140,715
2023,We Are Stars,556140,254
2013,Basketball Babe,528990,145
2014,Basketball Babe,528990,763
2015,Basketball Babe,528990,688
2016,Basketball Babe,528990,752
2017,Basketball Babe,528990,563
2018,Basketball Babe,528990,612
2019,Basketball Babe,528990,579
2020,Basketball Babe,528990,484
2021,Basketball Babe,528990,571
2022,Basketball Babe,528990,584
2023,Basketball Babe,528990,243
2013,Planet Smasher,523060,89
2014,Planet Smasher,523060,417
2015,Planet Smasher,523060,435
2016,Planet Smasher,523060,329
2017,Planet Smasher,523060,199
2018,Planet Smasher,523060,158
2019,Planet Smasher,523060,113
2020,Planet Smasher,523060,111
2021,Planet Smasher,523060,272
2022,Planet Smasher,523060,266
2023,Planet Smasher,523060,170
2017,A Ton Of Feathers,1233820,451
2018,A Ton Of Feathers,1233820,517
2019,A Ton Of Feathers,1233820,595
2020,A Ton Of Feathers,1233820,624
2021,A Ton Of Feathers,1233820,530
2022,A Ton Of Feathers,1233820,490
2023,A Ton Of Feathers,1233820,176
2017,The Persistence,1140100,365
2018,The Persistence,1140100,722
2019,The Persistence,1140100,645
2020,The Persistence,1140100,747
2021,The Persistence,1140100,719
2022,The Persistence,1140100,915
2023,The Persistence,1140100,330
2014,Tiny Wheels,577850,473
2015,Tiny Wheels,577850,868
2016,Tiny Wheels,577850,1009
2017,Tiny Wheels,577850,924
2018,Tiny Wheels,577850,719
2019,Tiny Wheels,577850,616
2020,Tiny Wheels,577850,669
2021,Tiny Wheels,577850,540
2022,Tiny Wheels,577850,558
2023,Tiny Wheels,577850,184
2014,Legendary Hunter VR,642170,32
2015,Legendary Hunter VR,642170,48
2016,Legendary Hunter VR,642170,70
2017,Legendary Hunter VR,642170,157
2018,Legendary Hunter VR,642170,197
2019,Legendary Hunter VR,642170,78
2020,Legendary Hunter VR,642170,72
2021,Legendary Hunter VR,642170,230
2022,Legendary Hunter VR,642170,99
2023,Legendary Hunter VR,642170,15
2014,Blocks by Google,533970,145
2015,Blocks by Google,533970,393
2016,Blocks by Google,533970,380
2017,Blocks by Google,533970,468
2018,Blocks by Google,533970,264
2019,Blocks by Google,533970,391
2020,Blocks by Google,533970,541
2021,Blocks by Google,533970,526
2022,Blocks by Google,533970,888
2023,Blocks by Google,533970,247
2019,Reflection,1698020,834
2020,Reflection,1698020,3261
2021,Reflection,1698020,3314
2022,Reflection,1698020,4089
2023,Reflection,1698020,1377
2015,Paper Valley,861240,475
2016,Paper Valley,861240,769
2017,Paper Valley,861240,764
2018,Paper Valley,861240,708
2019,Paper Valley,861240,662
2020,Paper Valley,861240,690
2021,Paper Valley,861240,537
2022,Paper Valley,861240,731
2023,Paper Valley,861240,268
2015,Flotilla 2,592100,89
2016,Flotilla 2,592100,338
2017,Flotilla 2,592100,304
2018,Flotilla 2,592100,270
2019,Flotilla 2,592100,234
2020,Flotilla 2,592100,236
2021,Flotilla 2,592100,232
2022,Flotilla 2,592100,179
2023,Flotilla 2,592100,110
2014,Star Rage VR,615270,0
2015,Star Rage VR,615270,195
2016,Star Rage VR,615270,302
2017,Star Rage VR,615270,108
2018,Star Rage VR,615270,77
2019,Star Rage VR,615270,296
2020,Star Rage VR,615270,101
2021,Star Rage VR,615270,165
2022,Star Rage VR,615270,95
2023,Star Rage VR,615270,0
2014,Deathlike: Awakening,570230,154
2015,Deathlike: Awakening,570230,99
2016,Deathlike: Awakening,570230,133
2017,Deathlike: Awakening,570230,258
2018,Deathlike: Awakening,570230,116
2019,Deathlike: Awakening,570230,209
2020,Deathlike: Awakening,570230,0
2021,Deathlike: Awakening,570230,77
2022,Deathlike: Awakening,570230,128
2023,Deathlike: Awakening,570230,36
2019,SCP: Labrat,1402020,0
2020,SCP: Labrat,1402020,73
2021,SCP: Labrat,1402020,447
2022,SCP: Labrat,1402020,441
2023,SCP: Labrat,1402020,681
2015,Crisis on the Planet of the Apes,713420,13
2016,Crisis on the Planet of the Apes,713420,24
2017,Crisis on the Planet of the Apes,713420,5
2018,Crisis on the Planet of the Apes,713420,212
2019,Crisis on the Planet of the Apes,713420,52
2020,Crisis on the Planet of the Apes,713420,25
2021,Crisis on the Planet of the Apes,713420,21
2022,Crisis on the Planet of the Apes,713420,31
2023,Crisis on the Planet of the Apes,713420,32
2019,Language Lab,2057000,1511
2020,Language Lab,2057000,2399
2021,Language Lab,2057000,2006
2022,Language Lab,2057000,2885
2023,Language Lab,2057000,951
2014,VR Photo Viewer,531980,21
2015,VR Photo Viewer,531980,176
2016,VR Photo Viewer,531980,275
2017,VR Photo Viewer,531980,275
2018,VR Photo Viewer,531980,184
2019,VR Photo Viewer,531980,349
2020,VR Photo Viewer,531980,212
2021,VR Photo Viewer,531980,106
2022,VR Photo Viewer,531980,234
2023,VR Photo Viewer,531980,52
2014,RuneSage,542030,76
2015,RuneSage,542030,0
2016,RuneSage,542030,218
2017,RuneSage,542030,340
2018,RuneSage,542030,129
2019,RuneSage,542030,146
2020,RuneSage,542030,174
2021,RuneSage,542030,26
2022,RuneSage,542030,71
2023,RuneSage,542030,0
2017,Bodyless,1202100,88
2018,Bodyless,1202100,413
2019,Bodyless,1202100,419
2020,Bodyless,1202100,537
2021,Bodyless,1202100,559
2022,Bodyless,1202100,623
2023,Bodyless,1202100,221
2016,Skyworld: Kingdom Brawl,977690,100
2017,Skyworld: Kingdom Brawl,977690,0
2018,Skyworld: Kingdom Brawl,977690,268
2019,Skyworld: Kingdom Brawl,977690,114
2020,Skyworld: Kingdom Brawl,977690,165
2021,Skyworld: Kingdom Brawl,977690,213
2022,Skyworld: Kingdom Brawl,977690,202
2023,Skyworld: Kingdom Brawl,977690,122
2015,Pixel Ripped 1989,577530,0
2016,Pixel Ripped 1989,577530,67
2017,Pixel Ripped 1989,577530,55
2018,Pixel Ripped 1989,577530,451
2019,Pixel Ripped 1989,577530,271
2020,Pixel Ripped 1989,577530,234
2021,Pixel Ripped 1989,577530,151
2022,Pixel Ripped 1989,577530,54
2023,Pixel Ripped 1989,577530,32
2013,Raptor Valley,524120,123
2014,Raptor Valley,524120,491
2015,Raptor Valley,524120,637
2016,Raptor Valley,524120,553
2017,Raptor Valley,524120,577
2018,Raptor Valley,524120,580
2019,Raptor Valley,524120,561
2020,Raptor Valley,524120,501
2021,Raptor Valley,524120,401
2022,Raptor Valley,524120,501
2023,Raptor Valley,524120,204
2014,Theseus,677330,118
2015,Theseus,677330,660
2016,Theseus,677330,555
2017,Theseus,677330,567
2018,Theseus,677330,591
2019,Theseus,677330,559
2020,Theseus,677330,624
2021,Theseus,677330,693
2022,Theseus,677330,796
2023,Theseus,677330,254
2013,Raptor Valley,524120,123
2014,Raptor Valley,524120,491
2015,Raptor Valley,524120,637
2016,Raptor Valley,524120,553
2017,Raptor Valley,524120,577
2018,Raptor Valley,524120,580
2019,Raptor Valley,524120,561
2020,Raptor Valley,524120,501
2021,Raptor Valley,524120,401
2022,Raptor Valley,524120,501
2023,Raptor Valley,524120,204
2013,Fancy Skiing VR,512080,0
2014,Fancy Skiing VR,512080,0
2015,Fancy Skiing VR,512080,258
2016,Fancy Skiing VR,512080,222
2017,Fancy Skiing VR,512080,97
2018,Fancy Skiing VR,512080,150
2019,Fancy Skiing VR,512080,145
2020,Fancy Skiing VR,512080,24
2021,Fancy Skiing VR,512080,154
2022,Fancy Skiing VR,512080,32
2023,Fancy Skiing VR,512080,0
2014,Dead Hungry,538710,777
2015,Dead Hungry,538710,833
2016,Dead Hungry,538710,858
2017,Dead Hungry,538710,691
2018,Dead Hungry,538710,624
2019,Dead Hungry,538710,530
2020,Dead Hungry,538710,536
2021,Dead Hungry,538710,509
2022,Dead Hungry,538710,623
2023,Dead Hungry,538710,180
2013,The Rose and I,396060,376
2014,The Rose and I,396060,568
2015,The Rose and I,396060,560
2016,The Rose and I,396060,574
2017,The Rose and I,396060,579
2018,The Rose and I,396060,549
2019,The Rose and I,396060,556
2020,The Rose and I,396060,785
2021,The Rose and I,396060,821
2022,The Rose and I,396060,1005
2023,The Rose and I,396060,356
2014,Freedom Locomotion VR,584170,108
2015,Freedom Locomotion VR,584170,185
2016,Freedom Locomotion VR,584170,139
2017,Freedom Locomotion VR,584170,125
2018,Freedom Locomotion VR,584170,165
2019,Freedom Locomotion VR,584170,87
2020,Freedom Locomotion VR,584170,26
2021,Freedom Locomotion VR,584170,166
2022,Freedom Locomotion VR,584170,23
2023,Freedom Locomotion VR,584170,0
2014,The Red Stare,625470,305
2015,The Red Stare,625470,472
2016,The Red Stare,625470,572
2017,The Red Stare,625470,622
2018,The Red Stare,625470,720
2019,The Red Stare,625470,506
2020,The Red Stare,625470,660
2021,The Red Stare,625470,608
2022,The Red Stare,625470,635
2023,The Red Stare,625470,213
2015,vSpatial,858900,0
2016,vSpatial,858900,84
2017,vSpatial,858900,35
2018,vSpatial,858900,70
2019,vSpatial,858900,89
2020,vSpatial,858900,266
2021,vSpatial,858900,419
2022,vSpatial,858900,699
2023,vSpatial,858900,91
2015,Flappy Arms,764110,580
2016,Flappy Arms,764110,352
2017,Flappy Arms,764110,357
2018,Flappy Arms,764110,366
2019,Flappy Arms,764110,531
2020,Flappy Arms,764110,330
2021,Flappy Arms,764110,356
2022,Flappy Arms,764110,504
2023,Flappy Arms,764110,128
2014,Lucid Trips,389260,31
2015,Lucid Trips,389260,114
2016,Lucid Trips,389260,155
2017,Lucid Trips,389260,225
2018,Lucid Trips,389260,102
2019,Lucid Trips,389260,16
2020,Lucid Trips,389260,186
2021,Lucid Trips,389260,92
2022,Lucid Trips,389260,110
2023,Lucid Trips,389260,26
2019,Trapped VR,1873550,592
2020,Trapped VR,1873550,374
2021,Trapped VR,1873550,607
2022,Trapped VR,1873550,568
2023,Trapped VR,1873550,103
2015,Drone Hero,571430,351
2016,Drone Hero,571430,658
2017,Drone Hero,571430,757
2018,Drone Hero,571430,625
2019,Drone Hero,571430,445
2020,Drone Hero,571430,394
2021,Drone Hero,571430,273
2022,Drone Hero,571430,282
2023,Drone Hero,571430,80
2017,Hospitality VR,1164750,60
2018,Hospitality VR,1164750,201
2019,Hospitality VR,1164750,77
2020,Hospitality VR,1164750,176
2021,Hospitality VR,1164750,265
2022,Hospitality VR,1164750,272
2023,Hospitality VR,1164750,75
2014,Spartaga,657930,0
2015,Spartaga,657930,268
2016,Spartaga,657930,173
2017,Spartaga,657930,135
2018,Spartaga,657930,136
2019,Spartaga,657930,237
2020,Spartaga,657930,42
2021,Spartaga,657930,196
2022,Spartaga,657930,62
2023,Spartaga,657930,98
2014,Plevr,598660,0
2015,Plevr,598660,54
2016,Plevr,598660,172
2017,Plevr,598660,332
2018,Plevr,598660,170
2019,Plevr,598660,88
2020,Plevr,598660,177
2021,Plevr,598660,172
2022,Plevr,598660,88
2023,Plevr,598660,24
2014,Flairtender,586020,2
2015,Flairtender,586020,21
2016,Flairtender,586020,10
2017,Flairtender,586020,15
2018,Flairtender,586020,4
2019,Flairtender,586020,7
2020,Flairtender,586020,5
2021,Flairtender,586020,136
2022,Flairtender,586020,4
2023,Flairtender,586020,3
2019,AREA MAN LIVES,1237780,560
2020,AREA MAN LIVES,1237780,660
2021,AREA MAN LIVES,1237780,808
2022,AREA MAN LIVES,1237780,1449
2023,AREA MAN LIVES,1237780,351
2013,Dimensional Intersection,447690,64
2014,Dimensional Intersection,447690,232
2015,Dimensional Intersection,447690,255
2016,Dimensional Intersection,447690,426
2017,Dimensional Intersection,447690,303
2018,Dimensional Intersection,447690,187
2019,Dimensional Intersection,447690,227
2020,Dimensional Intersection,447690,393
2021,Dimensional Intersection,447690,423
2022,Dimensional Intersection,447690,451
2023,Dimensional Intersection,447690,190
2014,Perfect,540740,849
2015,Perfect,540740,921
2016,Perfect,540740,742
2017,Perfect,540740,729
2018,Perfect,540740,735
2019,Perfect,540740,566
2020,Perfect,540740,549
2021,Perfect,540740,536
2022,Perfect,540740,514
2023,Perfect,540740,171
2014,High Noon VR,710760,0
2015,High Noon VR,710760,0
2016,High Noon VR,710760,34
2017,High Noon VR,710760,98
2018,High Noon VR,710760,190
2019,High Noon VR,710760,0
2020,High Noon VR,710760,91
2021,High Noon VR,710760,49
2022,High Noon VR,710760,59
2023,High Noon VR,710760,27
2017,Museum of Other Realities,613900,23
2018,Museum of Other Realities,613900,19
2019,Museum of Other Realities,613900,9
2020,Museum of Other Realities,613900,189
2021,Museum of Other Realities,613900,167
2022,Museum of Other Realities,613900,62
2023,Museum of Other Realities,613900,41
2016,ENGAGE,449130,352
2017,ENGAGE,449130,355
2018,ENGAGE,449130,370
2019,ENGAGE,449130,400
2020,ENGAGE,449130,404
2021,ENGAGE,449130,389
2022,ENGAGE,449130,548
2023,ENGAGE,449130,321
2015,1943 Berlin Blitz,513490,0
2016,1943 Berlin Blitz,513490,21
2017,1943 Berlin Blitz,513490,237
2018,1943 Berlin Blitz,513490,145
2019,1943 Berlin Blitz,513490,76
2020,1943 Berlin Blitz,513490,38
2021,1943 Berlin Blitz,513490,118
2022,1943 Berlin Blitz,513490,126
2023,1943 Berlin Blitz,513490,11
2015,The God,836330,450
2016,The God,836330,757
2017,The God,836330,793
2018,The God,836330,786
2019,The God,836330,712
2020,The God,836330,827
2021,The God,836330,785
2022,The God,836330,1000
2023,The God,836330,331
2013,Colosse,464540,355
2014,Colosse,464540,579
2015,Colosse,464540,540
2016,Colosse,464540,541
2017,Colosse,464540,514
2018,Colosse,464540,570
2019,Colosse,464540,529
2020,Colosse,464540,623
2021,Colosse,464540,610
2022,Colosse,464540,633
2023,Colosse,464540,244
2015,The Take,809410,492
2016,The Take,809410,719
2017,The Take,809410,748
2018,The Take,809410,756
2019,The Take,809410,789
2020,The Take,809410,940
2021,The Take,809410,957
2022,The Take,809410,1118
2023,The Take,809410,378
2018,Counter Fight ICHIRAN,1544080,261
2019,Counter Fight ICHIRAN,1544080,532
2020,Counter Fight ICHIRAN,1544080,151
2021,Counter Fight ICHIRAN,1544080,438
2022,Counter Fight ICHIRAN,1544080,525
2023,Counter Fight ICHIRAN,1544080,326
2019,My Dad Left Me,2077870,903
2020,My Dad Left Me,2077870,2111
2021,My Dad Left Me,2077870,2393
2022,My Dad Left Me,2077870,2726
2023,My Dad Left Me,2077870,893
2013,MineSweeper VR,516940,64
2014,MineSweeper VR,516940,186
2015,MineSweeper VR,516940,27
2016,MineSweeper VR,516940,290
2017,MineSweeper VR,516940,214
2018,MineSweeper VR,516940,87
2019,MineSweeper VR,516940,239
2020,MineSweeper VR,516940,53
2021,MineSweeper VR,516940,177
2022,MineSweeper VR,516940,343
2023,MineSweeper VR,516940,90
2013,Frantic Freighter,503150,56
2014,Frantic Freighter,503150,139
2015,Frantic Freighter,503150,152
2016,Frantic Freighter,503150,283
2017,Frantic Freighter,503150,55
2018,Frantic Freighter,503150,100
2019,Frantic Freighter,503150,80
2020,Frantic Freighter,503150,66
2021,Frantic Freighter,503150,54
2022,Frantic Freighter,503150,0
2023,Frantic Freighter,503150,0
2014,Pyro VR,586360,178
2015,Pyro VR,586360,23
2016,Pyro VR,586360,238
2017,Pyro VR,586360,224
2018,Pyro VR,586360,184
2019,Pyro VR,586360,87
2020,Pyro VR,586360,0
2021,Pyro VR,586360,78
2022,Pyro VR,586360,107
2023,Pyro VR,586360,89
2015,Hellblade: Senua's Sacrifice VR Edition,747350,84
2016,Hellblade: Senua's Sacrifice VR Edition,747350,195
2017,Hellblade: Senua's Sacrifice VR Edition,747350,68
2018,Hellblade: Senua's Sacrifice VR Edition,747350,249
2019,Hellblade: Senua's Sacrifice VR Edition,747350,42
2020,Hellblade: Senua's Sacrifice VR Edition,747350,164
2021,Hellblade: Senua's Sacrifice VR Edition,747350,33
2022,Hellblade: Senua's Sacrifice VR Edition,747350,88
2023,Hellblade: Senua's Sacrifice VR Edition,747350,42
2014,Toy Clash,620360,250
2015,Toy Clash,620360,874
2016,Toy Clash,620360,778
2017,Toy Clash,620360,815
2018,Toy Clash,620360,385
2019,Toy Clash,620360,347
2020,Toy Clash,620360,369
2021,Toy Clash,620360,327
2022,Toy Clash,620360,357
2023,Toy Clash,620360,93
2018,Alien Dawn,1376580,31
2019,Alien Dawn,1376580,148
2020,Alien Dawn,1376580,161
2021,Alien Dawn,1376580,117
2022,Alien Dawn,1376580,687
2023,Alien Dawn,1376580,364
2015,Racket: Nx,428080,0
2016,Racket: Nx,428080,132
2017,Racket: Nx,428080,146
2018,Racket: Nx,428080,79
2019,Racket: Nx,428080,260
2020,Racket: Nx,428080,251
2021,Racket: Nx,428080,380
2022,Racket: Nx,428080,325
2023,Racket: Nx,428080,43
2018,Under Lock,1279330,290
2019,Under Lock,1279330,318
2020,Under Lock,1279330,527
2021,Under Lock,1279330,406
2022,Under Lock,1279330,438
2023,Under Lock,1279330,151
2016,Rest In Pieces,1172060,39
2017,Rest In Pieces,1172060,553
2018,Rest In Pieces,1172060,532
2019,Rest In Pieces,1172060,603
2020,Rest In Pieces,1172060,746
2021,Rest In Pieces,1172060,744
2022,Rest In Pieces,1172060,948
2023,Rest In Pieces,1172060,347
2016,ROGAN: The Thief in the Castle,966560,67
2017,ROGAN: The Thief in the Castle,966560,78
2018,ROGAN: The Thief in the Castle,966560,81
2019,ROGAN: The Thief in the Castle,966560,270
2020,ROGAN: The Thief in the Castle,966560,97
2021,ROGAN: The Thief in the Castle,966560,78
2022,ROGAN: The Thief in the Castle,966560,95
2023,ROGAN: The Thief in the Castle,966560,0
2014,Organ Quarter,605830,40
2015,Organ Quarter,605830,245
2016,Organ Quarter,605830,137
2017,Organ Quarter,605830,315
2018,Organ Quarter,605830,157
2019,Organ Quarter,605830,304
2020,Organ Quarter,605830,354
2021,Organ Quarter,605830,464
2022,Organ Quarter,605830,635
2023,Organ Quarter,605830,260
2016,Space Battle VR,982700,238
2017,Space Battle VR,982700,129
2018,Space Battle VR,982700,102
2019,Space Battle VR,982700,341
2020,Space Battle VR,982700,132
2021,Space Battle VR,982700,103
2022,Space Battle VR,982700,52
2023,Space Battle VR,982700,0
2017,Failspace,971650,0
2018,Failspace,971650,169
2019,Failspace,971650,265
2020,Failspace,971650,46
2021,Failspace,971650,81
2022,Failspace,971650,79
2023,Failspace,971650,36
2016,AnimVR,508690,70
2017,AnimVR,508690,147
2018,AnimVR,508690,252
2019,AnimVR,508690,133
2020,AnimVR,508690,68
2021,AnimVR,508690,64
2022,AnimVR,508690,147
2023,AnimVR,508690,57
2017,Starship Commander: Arcade,598400,0
2018,Starship Commander: Arcade,598400,100
2019,Starship Commander: Arcade,598400,0
2020,Starship Commander: Arcade,598400,30
2021,Starship Commander: Arcade,598400,216
2022,Starship Commander: Arcade,598400,208
2023,Starship Commander: Arcade,598400,0
2015,NeverBound,758660,76
2016,NeverBound,758660,190
2017,NeverBound,758660,36
2018,NeverBound,758660,90
2019,NeverBound,758660,140
2020,NeverBound,758660,161
2021,NeverBound,758660,50
2022,NeverBound,758660,55
2023,NeverBound,758660,24
2016,Linea VR,1144100,183
2017,Linea VR,1144100,577
2018,Linea VR,1144100,434
2019,Linea VR,1144100,302
2020,Linea VR,1144100,376
2021,Linea VR,1144100,234
2022,Linea VR,1144100,380
2023,Linea VR,1144100,151
2015,ViveSpray 2,614830,0
2016,ViveSpray 2,614830,64
2017,ViveSpray 2,614830,0
2018,ViveSpray 2,614830,212
2019,ViveSpray 2,614830,225
2020,ViveSpray 2,614830,100
2021,ViveSpray 2,614830,161
2022,ViveSpray 2,614830,148
2023,ViveSpray 2,614830,0
2014,GoalkeepVr,573550,58
2015,GoalkeepVr,573550,249
2016,GoalkeepVr,573550,138
2017,GoalkeepVr,573550,170
2018,GoalkeepVr,573550,93
2019,GoalkeepVr,573550,118
2020,GoalkeepVr,573550,105
2021,GoalkeepVr,573550,0
2022,GoalkeepVr,573550,155
2023,GoalkeepVr,573550,0
2019,ANDERSON,1012850,2606
2020,ANDERSON,1012850,2614
2021,ANDERSON,1012850,2529
2022,ANDERSON,1012850,2641
2023,ANDERSON,1012850,832
2013,Pipejob,543580,0
2014,Pipejob,543580,66
2015,Pipejob,543580,101
2016,Pipejob,543580,121
2017,Pipejob,543580,196
2018,Pipejob,543580,85
2019,Pipejob,543580,22
2020,Pipejob,543580,44
2021,Pipejob,543580,39
2022,Pipejob,543580,50
2023,Pipejob,543580,43
2015,RollerCoaster Legends,756040,360
2016,RollerCoaster Legends,756040,179
2017,RollerCoaster Legends,756040,164
2018,RollerCoaster Legends,756040,280
2019,RollerCoaster Legends,756040,100
2020,RollerCoaster Legends,756040,169
2021,RollerCoaster Legends,756040,109
2022,RollerCoaster Legends,756040,207
2023,RollerCoaster Legends,756040,32
2018,Warp Out,1463840,627
2019,Warp Out,1463840,689
2020,Warp Out,1463840,870
2021,Warp Out,1463840,805
2022,Warp Out,1463840,874
2023,Warp Out,1463840,351
2016,Welcome Above,912660,375
2017,Welcome Above,912660,408
2018,Welcome Above,912660,413
2019,Welcome Above,912660,439
2020,Welcome Above,912660,521
2021,Welcome Above,912660,687
2022,Welcome Above,912660,815
2023,Welcome Above,912660,335
2018,Open Brush,1634870,1070
2019,Open Brush,1634870,1995
2020,Open Brush,1634870,2759
2021,Open Brush,1634870,2563
2022,Open Brush,1634870,2962
2023,Open Brush,1634870,908
2014,Google Spotlight Stories: Pearl,476540,74
2015,Google Spotlight Stories: Pearl,476540,166
2016,Google Spotlight Stories: Pearl,476540,0
2017,Google Spotlight Stories: Pearl,476540,135
2018,Google Spotlight Stories: Pearl,476540,0
2019,Google Spotlight Stories: Pearl,476540,55
2020,Google Spotlight Stories: Pearl,476540,140
2021,Google Spotlight Stories: Pearl,476540,95
2022,Google Spotlight Stories: Pearl,476540,58
2023,Google Spotlight Stories: Pearl,476540,0
2014,Deserving Life,700170,20
2015,Deserving Life,700170,178
2016,Deserving Life,700170,252
2017,Deserving Life,700170,463
2018,Deserving Life,700170,385
2019,Deserving Life,700170,327
2020,Deserving Life,700170,324
2021,Deserving Life,700170,347
2022,Deserving Life,700170,534
2023,Deserving Life,700170,218
2014,Organ Quarter,605830,40
2015,Organ Quarter,605830,245
2016,Organ Quarter,605830,137
2017,Organ Quarter,605830,315
2018,Organ Quarter,605830,157
2019,Organ Quarter,605830,304
2020,Organ Quarter,605830,354
2021,Organ Quarter,605830,464
2022,Organ Quarter,605830,635
2023,Organ Quarter,605830,260
2015,void LINK,560550,745
2016,void LINK,560550,709
2017,void LINK,560550,689
2018,void LINK,560550,610
2019,void LINK,560550,562
2020,void LINK,560550,593
2021,void LINK,560550,551
2022,void LINK,560550,821
2023,void LINK,560550,327
2015,PolyCube,798790,49
2016,PolyCube,798790,184
2017,PolyCube,798790,247
2018,PolyCube,798790,259
2019,PolyCube,798790,191
2020,PolyCube,798790,177
2021,PolyCube,798790,354
2022,PolyCube,798790,370
2023,PolyCube,798790,47
2014,Audio Factory,722590,79
2015,Audio Factory,722590,932
2016,Audio Factory,722590,669
2017,Audio Factory,722590,653
2018,Audio Factory,722590,575
2019,Audio Factory,722590,520
2020,Audio Factory,722590,568
2021,Audio Factory,722590,518
2022,Audio Factory,722590,498
2023,Audio Factory,722590,162
2017,HORIZON VANGUARD,598740,16
2018,HORIZON VANGUARD,598740,45
2019,HORIZON VANGUARD,598740,23
2020,HORIZON VANGUARD,598740,50
2021,HORIZON VANGUARD,598740,227
2022,HORIZON VANGUARD,598740,141
2023,HORIZON VANGUARD,598740,24
2014,Elena,513860,983
2015,Elena,513860,913
2016,Elena,513860,921
2017,Elena,513860,894
2018,Elena,513860,859
2019,Elena,513860,788
2020,Elena,513860,879
2021,Elena,513860,827
2022,Elena,513860,829
2023,Elena,513860,284
2014,Poker Show VR,610350,103
2015,Poker Show VR,610350,72
2016,Poker Show VR,610350,59
2017,Poker Show VR,610350,131
2018,Poker Show VR,610350,83
2019,Poker Show VR,610350,160
2020,Poker Show VR,610350,295
2021,Poker Show VR,610350,125
2022,Poker Show VR,610350,112
2023,Poker Show VR,610350,0
2016,Necro Mutex,872470,186
2017,Necro Mutex,872470,45
2018,Necro Mutex,872470,55
2019,Necro Mutex,872470,186
2020,Necro Mutex,872470,50
2021,Necro Mutex,872470,69
2022,Necro Mutex,872470,61
2023,Necro Mutex,872470,12
2013,Space Rift - Episode 1,437080,35
2014,Space Rift - Episode 1,437080,149
2015,Space Rift - Episode 1,437080,156
2016,Space Rift - Episode 1,437080,115
2017,Space Rift - Episode 1,437080,69
2018,Space Rift - Episode 1,437080,90
2019,Space Rift - Episode 1,437080,69
2020,Space Rift - Episode 1,437080,41
2021,Space Rift - Episode 1,437080,68
2022,Space Rift - Episode 1,437080,47
2023,Space Rift - Episode 1,437080,12
2017,Lems,870090,650
2018,Lems,870090,831
2019,Lems,870090,845
2020,Lems,870090,861
2021,Lems,870090,830
2022,Lems,870090,929
